timestamp,bytes_in,bytes_out
2025-01-01 13:41:00,672,819
2025-01-01 13:42:00,377,570
2025-01-01 13:43:00,273,141
2025-01-01 13:44:00,747,754
2025-01-01 13:45:00,289,544
2025-01-01 13:46:00,918,195
2025-01-01 13:47:00,586,783
2025-01-01 13:48:00,168,60
2025-01-01 13:49:00,829,430
2025-01-01 13:50:00,512,384
2025-01-01 13:51:00,665,240
2025-01-01 13:52:00,181,583
2025-01-01 13:53:00,169,244
2025-01-01 13:54:00,645,737
2025-01-01 13:55:00,127,355
2025-01-01 13:56:00,833,746
2025-01-01 13:57:00,147,343
2025-01-01 13:58:00,142,666
2025-01-01 13:59:00,698,146
2025-01-01 14:00:00,344,823
2025-01-01 14:01:00,283,716
2025-01-01 14:02:00,312,285
2025-01-01 14:03:00,800,598
2025-01-01 14:04:00,965,171
2025-01-01 14:05:00,427,297
2025-01-01 14:06:00,703,765
2025-01-01 14:07:00,201,324
2025-01-01 14:08:00,254,627
2025-01-01 14:09:00,364,280
2025-01-01 14:10:00,582,75
2025-01-01 14:11:00,420,697
2025-01-01 14:12:00,310,588
2025-01-01 14:13:00,698,868
2025-01-01 14:14:00,253,539
2025-01-01 14:15:00,411,515
2025-01-01 14:16:00,210,783
2025-01-01 14:17:00,864,321
2025-01-01 14:18:00,152,507
2025-01-01 14:19:00,566,690
2025-01-01 14:20:00,713,184
2025-01-01 14:21:00,690,397
2025-01-01 14:22:00,233,138
2025-01-01 14:23:00,118,587
2025-01-01 14:24:00,347,537
2025-01-01 14:25:00,699,794
2025-01-01 14:26:00,417,853
2025-01-01 14:27:00,929,372
2025-01-01 14:28:00,320,270
2025-01-01 14:29:00,223,293
2025-01-01 14:30:00,581,95
2025-01-01 14:31:00,809,320
2025-01-01 14:32:00,474,383
2025-01-01 14:33:00,505,655
2025-01-01 14:34:00,766,261
2025-01-01 14:35:00,905,575
2025-01-01 14:36:00,758,313
2025-01-01 14:37:00,800,204
2025-01-01 14:38:00,149,594
2025-01-01 14:39:00,100,549
2025-01-01 14:40:00,188,543
2025-01-01 14:41:00,535,595
2025-01-01 14:42:00,117,740
2025-01-01 14:43:00,441,334
2025-01-01 14:44:00,372,641
2025-01-01 14:45:00,320,612
2025-01-01 14:46:00,748,57
2025-01-01 14:47:00,200,533
2025-01-01 14:48:00,732,501
2025-01-01 14:49:00,589,823
2025-01-01 14:50:00,307,363
2025-01-01 14:51:00,462,315
2025-01-01 14:52:00,947,786
2025-01-01 14:53:00,356,672
2025-01-01 14:54:00,848,705
2025-01-01 14:55:00,978,52
2025-01-01 14:56:00,797,862
2025-01-01 14:57:00,441,173
2025-01-01 14:58:00,910,254
2025-01-01 14:59:00,718,544
2025-01-01 15:00:00,485,854
2025-01-01 15:01:00,628,117
2025-01-01 15:02:00,836,757
2025-01-01 15:03:00,370,74
2025-01-01 15:04:00,778,521
2025-01-01 15:05:00,625,107
2025-01-01 15:06:00,742,566
2025-01-01 15:07:00,539,648
2025-01-01 15:08:00,816,260
2025-01-01 15:09:00,234,647
2025-01-01 15:10:00,403,145
2025-01-01 15:11:00,103,543
2025-01-01 15:12:00,542,704
2025-01-01 15:13:00,734,633
2025-01-01 15:14:00,657,665
2025-01-01 15:15:00,544,84
2025-01-01 15:16:00,328,586
2025-01-01 15:17:00,530,857
2025-01-01 15:18:00,152,882
2025-01-01 15:19:00,839,302
2025-01-01 15:20:00,369,388
2025-01-01 15:21:00,496,379
2025-01-01 15:22:00,276,222
2025-01-01 15:23:00,784,627
2025-01-01 15:24:00,232,774
2025-01-01 15:25:00,676,850
2025-01-01 15:26:00,406,197
2025-01-01 15:27:00,442,637
2025-01-01 15:28:00,415,630
2025-01-01 15:29:00,520,691
2025-01-01 15:30:00,735,252
2025-01-01 15:31:00,599,704
2025-01-01 15:32:00,114,828
2025-01-01 15:33:00,982,102
2025-01-01 15:34:00,906,461
2025-01-01 15:35:00,406,291
2025-01-01 15:36:00,836,607
2025-01-01 15:37:00,882,536
2025-01-01 15:38:00,576,662
2025-01-01 15:39:00,551,588
2025-01-01 15:40:00,939,610
2025-01-01 15:41:00,485,813
2025-01-01 15:42:00,992,141
2025-01-01 15:43:00,342,630
2025-01-01 15:44:00,720,318
2025-01-01 15:45:00,864,817
2025-01-01 15:46:00,102,176
2025-01-01 15:47:00,557,485
2025-01-01 15:48:00,230,784
2025-01-01 15:49:00,969,354
2025-01-01 15:50:00,934,228
2025-01-01 15:51:00,743,519
2025-01-01 15:52:00,438,487
2025-01-01 15:53:00,740,668
2025-01-01 15:54:00,975,417
2025-01-01 15:55:00,965,333
2025-01-01 15:56:00,286,880
2025-01-01 15:57:00,420,316
2025-01-01 15:58:00,617,777
2025-01-01 15:59:00,804,867
2025-01-01 16:00:00,190,670
2025-01-01 16:01:00,493,382
2025-01-01 16:02:00,334,848
2025-01-01 16:03:00,839,628
2025-01-01 16:04:00,786,630
2025-01-01 16:05:00,926,586
2025-01-01 16:06:00,940,121
2025-01-01 16:07:00,726,120
2025-01-01 16:08:00,508,196
2025-01-01 16:09:00,604,186
2025-01-01 16:10:00,928,468
2025-01-01 16:11:00,687,760
2025-01-01 16:12:00,806,455
2025-01-01 16:13:00,286,144
2025-01-01 16:14:00,122,643
2025-01-01 16:15:00,572,274
2025-01-01 16:16:00,446,680
2025-01-01 16:17:00,191,382
2025-01-01 16:18:00,103,458
2025-01-01 16:19:00,874,397
2025-01-01 16:20:00,348,841
2025-01-01 16:21:00,748,154
2025-01-01 16:22:00,501,112
2025-01-01 16:23:00,359,364
2025-01-01 16:24:00,278,497
2025-01-01 16:25:00,660,481
2025-01-01 16:26:00,887,132
2025-01-01 16:27:00,482,761
2025-01-01 16:28:00,475,275
2025-01-01 16:29:00,751,158
2025-01-01 16:30:00,929,739
2025-01-01 16:31:00,608,878
2025-01-01 16:32:00,926,781
2025-01-01 16:33:00,283,264
2025-01-01 16:34:00,973,142
2025-01-01 16:35:00,553,838
2025-01-01 16:36:00,362,711
2025-01-01 16:37:00,219,569
2025-01-01 16:38:00,149,882
2025-01-01 16:39:00,247,236
2025-01-01 16:40:00,895,785
2025-01-01 16:41:00,738,523
2025-01-01 16:42:00,849,106
2025-01-01 16:43:00,422,132
2025-01-01 16:44:00,343,82
2025-01-01 16:45:00,144,643
2025-01-01 16:46:00,365,92
2025-01-01 16:47:00,855,92
2025-01-01 16:48:00,137,638
2025-01-01 16:49:00,835,779
2025-01-01 16:50:00,631,655
2025-01-01 16:51:00,764,632
2025-01-01 16:52:00,134,123
2025-01-01 16:53:00,147,736
2025-01-01 16:54:00,737,276
2025-01-01 16:55:00,462,817
2025-01-01 16:56:00,544,454
2025-01-01 16:57:00,443,524
2025-01-01 16:58:00,987,368
2025-01-01 16:59:00,339,837
2025-01-01 17:00:00,216,432
2025-01-01 17:01:00,539,736
2025-01-01 17:02:00,115,847
2025-01-01 17:03:00,123,78
2025-01-01 17:04:00,495,321
2025-01-01 17:05:00,357,297
2025-01-01 17:06:00,571,601
2025-01-01 17:07:00,855,535
2025-01-01 17:08:00,321,353
2025-01-01 17:09:00,537,363
2025-01-01 17:10:00,308,264
2025-01-01 17:11:00,735,366
2025-01-01 17:12:00,548,308
2025-01-01 17:13:00,182,230
2025-01-01 17:14:00,131,381
2025-01-01 17:15:00,191,372
2025-01-01 17:16:00,999,165
2025-01-01 17:17:00,785,494
2025-01-01 17:18:00,235,72
2025-01-01 17:19:00,474,720
2025-01-01 17:20:00,766,762
2025-01-01 17:21:00,764,716
2025-01-01 17:22:00,566,642
2025-01-01 17:23:00,626,50
2025-01-01 17:24:00,393,150
2025-01-01 17:25:00,178,708
2025-01-01 17:26:00,918,773
2025-01-01 17:27:00,959,179
2025-01-01 17:28:00,182,80
2025-01-01 17:29:00,973,613
2025-01-01 17:30:00,316,537
2025-01-01 17:31:00,305,53
2025-01-01 17:32:00,288,855
2025-01-01 17:33:00,865,505
2025-01-01 17:34:00,243,211
2025-01-01 17:35:00,881,301
2025-01-01 17:36:00,461,228
2025-01-01 17:37:00,192,506
2025-01-01 17:38:00,477,670
2025-01-01 17:39:00,719,641
2025-01-01 17:40:00,219,191
2025-01-01 17:41:00,625,570
2025-01-01 17:42:00,134,148
2025-01-01 17:43:00,662,763
2025-01-01 17:44:00,540,200
2025-01-01 17:45:00,773,277
2025-01-01 17:46:00,891,183
2025-01-01 17:47:00,142,437
2025-01-01 17:48:00,122,873
2025-01-01 17:49:00,793,738
2025-01-01 17:50:00,647,739
2025-01-01 17:51:00,602,522
2025-01-01 17:52:00,614,150
2025-01-01 17:53:00,658,327
2025-01-01 17:54:00,322,717
2025-01-01 17:55:00,874,80
2025-01-01 17:56:00,156,527
2025-01-01 17:57:00,637,795
2025-01-01 17:58:00,558,786
2025-01-01 17:59:00,132,674
2025-01-01 18:00:00,365,521
2025-01-01 18:01:00,579,726
2025-01-01 18:02:00,294,135
2025-01-01 18:03:00,435,638
2025-01-01 18:04:00,697,60
2025-01-01 18:05:00,570,650
2025-01-01 18:06:00,473,877
2025-01-01 18:07:00,694,231
2025-01-01 18:08:00,888,183
2025-01-01 18:09:00,253,265
2025-01-01 18:10:00,570,173
2025-01-01 18:11:00,960,452
2025-01-01 18:12:00,392,782
2025-01-01 18:13:00,479,274
2025-01-01 18:14:00,941,863
2025-01-01 18:15:00,865,416
2025-01-01 18:16:00,753,563
2025-01-01 18:17:00,394,614
2025-01-01 18:18:00,520,266
2025-01-01 18:19:00,174,687
2025-01-01 18:20:00,425,652
2025-01-01 18:21:00,312,327
2025-01-01 18:22:00,875,789
2025-01-01 18:23:00,562,818
2025-01-01 18:24:00,525,671
2025-01-01 18:25:00,748,196
2025-01-01 18:26:00,400,130
2025-01-01 18:27:00,261,222
2025-01-01 18:28:00,976,491
2025-01-01 18:29:00,619,124
2025-01-01 18:30:00,484,380
2025-01-01 18:31:00,988,836
2025-01-01 18:32:00,237,309
2025-01-01 18:33:00,792,53
2025-01-01 18:34:00,738,807
2025-01-01 18:35:00,871,118
2025-01-01 18:36:00,329,596
2025-01-01 18:37:00,878,73
2025-01-01 18:38:00,943,674
2025-01-01 18:39:00,831,368
2025-01-01 18:40:00,781,297
2025-01-01 18:41:00,323,368
2025-01-01 18:42:00,381,485
2025-01-01 18:43:00,978,771
2025-01-01 18:44:00,261,507
2025-01-01 18:45:00,288,102
2025-01-01 18:46:00,367,378
2025-01-01 18:47:00,820,77
2025-01-01 18:48:00,615,132
2025-01-01 18:49:00,128,345
2025-01-01 18:50:00,971,751
2025-01-01 18:51:00,734,613
2025-01-01 18:52:00,852,571
2025-01-01 18:53:00,931,213
2025-01-01 18:54:00,173,423
2025-01-01 18:55:00,536,779
2025-01-01 18:56:00,330,299
2025-01-01 18:57:00,147,643
2025-01-01 18:58:00,727,242
2025-01-01 18:59:00,644,177
2025-01-01 19:00:00,583,545
2025-01-01 19:01:00,225,375
2025-01-01 19:02:00,252,136
2025-01-01 19:03:00,982,119
2025-01-01 19:04:00,281,564
2025-01-01 19:05:00,391,589
2025-01-01 19:06:00,374,228
2025-01-01 19:07:00,844,566
2025-01-01 19:08:00,766,757
2025-01-01 19:09:00,722,693
2025-01-01 19:10:00,861,759
2025-01-01 19:11:00,634,739
2025-01-01 19:12:00,283,437
2025-01-01 19:13:00,149,379
2025-01-01 19:14:00,664,240
2025-01-01 19:15:00,993,322
2025-01-01 19:16:00,155,342
2025-01-01 19:17:00,825,631
2025-01-01 19:18:00,787,840
2025-01-01 19:19:00,833,217
2025-01-01 19:20:00,445,301
2025-01-01 19:21:00,142,726
2025-01-01 19:22:00,491,209
2025-01-01 19:23:00,941,872
2025-01-01 19:24:00,686,806
2025-01-01 19:25:00,615,218
2025-01-01 19:26:00,310,79
2025-01-01 19:27:00,990,437
2025-01-01 19:28:00,191,270
2025-01-01 19:29:00,188,354
2025-01-01 19:30:00,514,157
2025-01-01 19:31:00,569,749
2025-01-01 19:32:00,710,552
2025-01-01 19:33:00,922,780
2025-01-01 19:34:00,165,76
2025-01-01 19:35:00,528,73
2025-01-01 19:36:00,265,94
2025-01-01 19:37:00,209,139
2025-01-01 19:38:00,753,635
2025-01-01 19:39:00,593,63
2025-01-01 19:40:00,397,857
2025-01-01 19:41:00,306,342
2025-01-01 19:42:00,119,276
2025-01-01 19:43:00,891,292
2025-01-01 19:44:00,805,174
2025-01-01 19:45:00,234,865
2025-01-01 19:46:00,400,236
2025-01-01 19:47:00,243,212
2025-01-01 19:48:00,421,280
2025-01-01 19:49:00,816,524
2025-01-01 19:50:00,621,826
2025-01-01 19:51:00,780,770
2025-01-01 19:52:00,172,474
2025-01-01 19:53:00,763,713
2025-01-01 19:54:00,623,515
2025-01-01 19:55:00,593,620
2025-01-01 19:56:00,775,97
2025-01-01 19:57:00,510,619
2025-01-01 19:58:00,905,514
2025-01-01 19:59:00,914,437
2025-01-01 20:00:00,863,505
2025-01-01 20:01:00,689,708
2025-01-01 20:02:00,680,839
2025-01-01 20:03:00,936,272
2025-01-01 20:04:00,871,394
2025-01-01 20:05:00,990,145
2025-01-01 20:06:00,672,485
2025-01-01 20:07:00,649,208
2025-01-01 20:08:00,315,420
2025-01-01 20:09:00,337,125
2025-01-01 20:10:00,794,381
2025-01-01 20:11:00,285,840
2025-01-01 20:12:00,657,343
2025-01-01 20:13:00,256,770
2025-01-01 20:14:00,499,110
2025-01-01 20:15:00,383,380
2025-01-01 20:16:00,299,490
2025-01-01 20:17:00,353,872
2025-01-01 20:18:00,808,644
2025-01-01 20:19:00,418,202
2025-01-01 20:20:00,841,305
2025-01-01 20:21:00,309,52
2025-01-01 20:22:00,714,202
2025-01-01 20:23:00,339,840
2025-01-01 20:24:00,690,443
2025-01-01 20:25:00,313,454
2025-01-01 20:26:00,661,153
2025-01-01 20:27:00,345,114
2025-01-01 20:28:00,661,636
2025-01-01 20:29:00,867,653
2025-01-01 20:30:00,125,808
2025-01-01 20:31:00,762,275
2025-01-01 20:32:00,574,219
2025-01-01 20:33:00,363,295
2025-01-01 20:34:00,610,643
2025-01-01 20:35:00,803,720
2025-01-01 20:36:00,586,790
2025-01-01 20:37:00,593,584
2025-01-01 20:38:00,881,581
2025-01-01 20:39:00,731,426
2025-01-01 20:40:00,665,122
2025-01-01 20:41:00,541,755
2025-01-01 20:42:00,658,577
2025-01-01 20:43:00,376,63
2025-01-01 20:44:00,587,69
2025-01-01 20:45:00,429,688
2025-01-01 20:46:00,700,629
2025-01-01 20:47:00,507,417
2025-01-01 20:48:00,123,112
2025-01-01 20:49:00,645,871
2025-01-01 20:50:00,251,121
2025-01-01 20:51:00,733,203
2025-01-01 20:52:00,183,864
2025-01-01 20:53:00,190,633
2025-01-01 20:54:00,846,751
2025-01-01 20:55:00,746,326
2025-01-01 20:56:00,268,767
2025-01-01 20:57:00,168,654
2025-01-01 20:58:00,730,729
2025-01-01 20:59:00,618,740
2025-01-01 21:00:00,479,56
2025-01-01 21:01:00,127,285
2025-01-01 21:02:00,410,201
2025-01-01 21:03:00,876,565
2025-01-01 21:04:00,231,302
2025-01-01 21:05:00,677,893
2025-01-01 21:06:00,689,224
2025-01-01 21:07:00,117,161
2025-01-01 21:08:00,438,769
2025-01-01 21:09:00,935,243
2025-01-01 21:10:00,312,188
2025-01-01 21:11:00,624,652
2025-01-01 21:12:00,412,689
2025-01-01 21:13:00,746,803
2025-01-01 21:14:00,396,445
2025-01-01 21:15:00,602,631
2025-01-01 21:16:00,785,672
2025-01-01 21:17:00,537,836
2025-01-01 21:18:00,803,541
2025-01-01 21:19:00,557,206
2025-01-01 21:20:00,476,810
2025-01-01 21:21:00,164,371
2025-01-01 21:22:00,862,155
2025-01-01 21:23:00,929,64
2025-01-01 21:24:00,135,821
2025-01-01 21:25:00,609,439
2025-01-01 21:26:00,104,263
2025-01-01 21:27:00,572,708
2025-01-01 21:28:00,823,648
2025-01-01 21:29:00,933,621
2025-01-01 21:30:00,438,154
2025-01-01 21:31:00,876,891
2025-01-01 21:32:00,786,713
2025-01-01 21:33:00,241,528
2025-01-01 21:34:00,458,499
2025-01-01 21:35:00,649,61
2025-01-01 21:36:00,338,400
2025-01-01 21:37:00,836,547
2025-01-01 21:38:00,743,168
2025-01-01 21:39:00,536,663
2025-01-01 21:40:00,796,885
2025-01-01 21:41:00,591,855
2025-01-01 21:42:00,774,887
2025-01-01 21:43:00,534,207
2025-01-01 21:44:00,211,804
2025-01-01 21:45:00,631,117
2025-01-01 21:46:00,716,516
2025-01-01 21:47:00,586,619
2025-01-01 21:48:00,203,572
2025-01-01 21:49:00,175,301
2025-01-01 21:50:00,435,242
2025-01-01 21:51:00,339,868
2025-01-01 21:52:00,262,362
2025-01-01 21:53:00,634,207
2025-01-01 21:54:00,127,76
2025-01-01 21:55:00,993,286
2025-01-01 21:56:00,286,381
2025-01-01 21:57:00,567,59
2025-01-01 21:58:00,233,217
2025-01-01 21:59:00,857,522
2025-01-01 22:00:00,607,799
2025-01-01 22:01:00,936,647
2025-01-01 22:02:00,108,116
2025-01-01 22:03:00,173,758
2025-01-01 22:04:00,703,382
2025-01-01 22:05:00,245,381
2025-01-01 22:06:00,657,378
2025-01-01 22:07:00,411,603
2025-01-01 22:08:00,481,216
2025-01-01 22:09:00,611,163
2025-01-01 22:10:00,864,869
2025-01-01 22:11:00,558,132
2025-01-01 22:12:00,135,281
2025-01-01 22:13:00,693,846
2025-01-01 22:14:00,191,647
2025-01-01 22:15:00,894,782
2025-01-01 22:16:00,447,496
2025-01-01 22:17:00,845,533
2025-01-01 22:18:00,405,577
2025-01-01 22:19:00,146,863
2025-01-01 22:20:00,463,672
2025-01-01 22:21:00,658,410
2025-01-01 22:22:00,475,331
2025-01-01 22:23:00,182,571
2025-01-01 22:24:00,418,708
2025-01-01 22:25:00,604,698
2025-01-01 22:26:00,196,860
2025-01-01 22:27:00,229,844
2025-01-01 22:28:00,964,444
2025-01-01 22:29:00,966,740
2025-01-01 22:30:00,714,441
2025-01-01 22:31:00,621,690
2025-01-01 22:32:00,383,484
2025-01-01 22:33:00,794,383
2025-01-01 22:34:00,163,343
2025-01-01 22:35:00,188,594
2025-01-01 22:36:00,138,459
2025-01-01 22:37:00,835,607
2025-01-01 22:38:00,368,466
2025-01-01 22:39:00,395,463
2025-01-01 22:40:00,743,427
2025-01-01 22:41:00,909,677
2025-01-01 22:42:00,315,497
2025-01-01 22:43:00,374,276
2025-01-01 22:44:00,509,829
2025-01-01 22:45:00,152,873
2025-01-01 22:46:00,667,472
2025-01-01 22:47:00,435,581
2025-01-01 22:48:00,944,809
2025-01-01 22:49:00,558,101
2025-01-01 22:50:00,922,703
2025-01-01 22:51:00,661,530
2025-01-01 22:52:00,708,678
2025-01-01 22:53:00,730,51
2025-01-01 22:54:00,849,405
2025-01-01 22:55:00,995,104
2025-01-01 22:56:00,695,789
2025-01-01 22:57:00,329,230
2025-01-01 22:58:00,679,270
2025-01-01 22:59:00,641,586
2025-01-01 23:00:00,977,784
2025-01-01 23:01:00,682,858
2025-01-01 23:02:00,692,592
2025-01-01 23:03:00,465,525
2025-01-01 23:04:00,303,169
2025-01-01 23:05:00,854,810
2025-01-01 23:06:00,509,313
2025-01-01 23:07:00,621,72
2025-01-01 23:08:00,484,878
2025-01-01 23:09:00,612,78
2025-01-01 23:10:00,237,403
2025-01-01 23:11:00,186,400
2025-01-01 23:12:00,389,571
2025-01-01 23:13:00,575,716
2025-01-01 23:14:00,296,746
2025-01-01 23:15:00,418,82
2025-01-01 23:16:00,548,734
2025-01-01 23:17:00,412,137
2025-01-01 23:18:00,146,166
2025-01-01 23:19:00,185,693
2025-01-01 23:20:00,470,118
2025-01-01 23:21:00,914,76
2025-01-01 23:22:00,624,785
2025-01-01 23:23:00,806,676
2025-01-01 23:24:00,260,370
2025-01-01 23:25:00,870,563
2025-01-01 23:26:00,519,111
2025-01-01 23:27:00,150,270
2025-01-01 23:28:00,744,194
2025-01-01 23:29:00,595,494
2025-01-01 23:30:00,231,885
2025-01-01 23:31:00,454,456
2025-01-01 23:32:00,706,271
2025-01-01 23:33:00,102,813
2025-01-01 23:34:00,700,284
2025-01-01 23:35:00,265,768
2025-01-01 23:36:00,193,878
2025-01-01 23:37:00,156,804
2025-01-01 23:38:00,184,768
2025-01-01 23:39:00,296,879
2025-01-01 23:40:00,378,708
2025-01-01 23:41:00,148,479
2025-01-01 23:42:00,937,110
2025-01-01 23:43:00,216,688
2025-01-01 23:44:00,886,395
2025-01-01 23:45:00,192,611
2025-01-01 23:46:00,767,568
2025-01-01 23:47:00,833,349
2025-01-01 23:48:00,408,743
2025-01-01 23:49:00,422,345
2025-01-01 23:50:00,593,322
2025-01-01 23:51:00,250,441
2025-01-01 23:52:00,904,646
2025-01-01 23:53:00,789,66
2025-01-01 23:54:00,307,213
2025-01-01 23:55:00,849,332
2025-01-01 23:56:00,792,616
2025-01-01 23:57:00,474,196
2025-01-01 23:58:00,439,730
2025-01-01 23:59:00,918,653
